psydonym,aufgabenname,stufenname,begonnen_tag,dauer_begonnen_bis_abgabe_in_sekunden,dauer_wiederbetreten_bis_abgabe_in_sekunden,kursversuchnummer,aufgaben_versuchnummer,punktzahl,studentenantwort,feedbacknamen,erwartete_antwort,feedbackmeldungen,net_time,submission_nr,cleaned_feedback
S30,Ü1A3c)_,CH3NH2,18.10.2024,118,0,1,1,100,"1S/CH5N/c1-2/h2H2,1H3",100% korrekte Antwort,1S/CH5N/c1-2/h2H2;1H3,"Ihre Antwort ist richtig. Ein Aminomethanmolekül (CH3NH2) besteht aus einem Kohlenstoffatom (C), an das drei Wasserstoffatome (H) und eine NH2-Gruppe gebunden sind. Das Stickstoffatom verfügt über ein freies Elektronenpaar.",118,680,100% korrekte Antwort
S30,Ü1A3d)_,CH3COCH3,18.10.2024,119,0,1,1,100,1S/C3H6O/c1-3(2)4/h1-2H3,100% korrekte Antwort,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",119,681,100% korrekte Antwort
S30,Ü1A3e)_,HCN,18.10.2024,63,0,1,1,100,1S/CHN/c1-2/h1H,100% korrekte Antwort,1S/CHN/c1-2/h1H,"Ihre Antwort ist richtig. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",63,682,100% korrekte Antwort
S30,Ü1A4a)_,C3H8,18.10.2024,59,0,1,1,100,"1S/C3H8/c1-3-2/h3H2,1-2H3",100% korrekte Antwort,1S/C3H8/c1-3-2/h3H2;1-2H3,"Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",59,683,100% korrekte Antwort
S30,Ü1A4b)_,C3H6,18.10.2024,22,0,1,1,50,"1S/C3H6/c1-3-2/h3H,1H2,2H3",Teillösung,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Versuchen Sie es noch mal.",22,684,Teillösung
S30,Ü1A4b)_,C3H6,18.10.2024,65,0,1,2,50,"1S/C3H6/c1-3-2/h3H,1H2,2H3"";""1S/C3H6/c1-3-2/h3H,1H2,2H3",Teillösung,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Versuchen Sie es noch mal.",65,685,Teillösung
S30,Ü1A4b)_,C3H6,18.10.2024,132,0,1,3,100,"1S/C3H6/c1-3-2/h3H,1H2,2H3"";""1S/C3H6/c1-2-3-1/h1-3H2",100% korrekte Antwort,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. 1. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 2. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 3. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet. Ihre Antwort ist auch richtig, wenn Sie die Doppelbindung links statt rechts im Molekül eingezeichnet haben, weil die beiden Moleküle identisch sind.",132,686,100% korrekte Antwort
S30,Ü1A4c)_,C3H8O,18.10.2024,78,0,1,1,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"";""1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,78,687,Technischer Fehler
S30,Ü1A4c)_,C3H8O,18.10.2024,24,0,1,2,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"";""1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,24,688,Technischer Fehler
S30,Ü1A4c)_,C3H8O,18.10.2024,186,0,1,3,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"";""1S/C3H6O/c1-3(2)4/h1-2H3",noAttempts,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt drei Konstitutionsisomere.",186,689,no Attempts
S30,Ü1A4d)_,C3H6O,18.10.2024,1736,0,1,1,11,1S/C3H6O/c1-3(2)4/h1-2H3,Attempts;Teillösung5,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",1736,690,Attempts;Teillösung5
S30,Ü1A4d)_,C3H6O,18.10.2024,11357,0,1,2,33,"1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3",Teillösung3;Teillösung7;Teillösung5;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",11357,691,Teillösung3;Teillösung7;Teillösung5;Attempts
S30,Ü1A4d)_,C3H6O,18.10.2024,71,0,1,3,44,"1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3",Teillösung3;Teillösung6;Teillösung5;Attempts;Teillösung7,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.",71,692,Teillösung3;Teillösung6;Teillösung5;Attempts;Teillösung7
S30,Ü1A4d)_,C3H6O,18.10.2024,47,0,1,4,44,"1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-3-4-2/h2H,3H2,1H3",Teillösung5;Teillösung7;Teillösung6;Teillösung3;Attempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Sie haben mindestens ein Konstitutionsisomer richtig gezeichnet. Allerdings haben Sie noch nicht alle Konstitutionsisomere gefunden. Es fehlt mindestens ein weiteres Molekül.;Ihre Antwort ist leider nicht (vollständig) richtig. Versuchen Sie es einfach nochmal. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe).",47,693,Teillösung5;Teillösung7;Teillösung6;Teillösung3;Attempts
S30,Ü1A4d)_,C3H6O,18.10.2024,17,0,1,5,0,"1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-3-4-2/h2H,3H2,1H3",noAttempts,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist leider nicht richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Es gibt insgesamt neun Konstitutionsisomere.",17,694,no Attempts
S35,Ü1A3a)_,H2O,18.10.2024,46,0,1,1,100,1S/H2O/h1H2,100% korrekte Antwort,1S/H2O/h1H2,"Ihre Antwort ist richtig. Ein Wassermolekül (H2O) besteht aus einem Sauerstoffatom (O), an das zwei Wasserstoffatome (H) gebunden sind. Das Sauerstoffatom verfügt zusätzlich über zwei freie Elektronenpaare. JACK kann freie Elektronenpaare aktuell noch nicht mit auswerten. Ihre Antwort wird daher auch als richtig akzeptiert, wenn Sie die freien Elektronenpaare nicht (richtig) einzeichnen. Wir geben Ihnen in dieser Übung die freien Elektronenpaare in der Musterlösung alle mit an, damit Sie sich diese noch mal bewusst machen können. Gleichen Sie also Ihre Zeichnung nochmal aktiv hinsichtlich der freien Elektronenpaare mit der Musterösung ab.",46,695,100% korrekte Antwort
S35,Ü1A3b)_,H2SO4,18.10.2024,217,0,1,1,100,"1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)",100% korrekte Antwort,1S/H2O4S/c1-5(2;3)4/h(H2;1;2;3;4),"Ihre Antwort ist richtig. Ein Schwefelsäuremolekül (H2SO4) besteht aus einem Schwefelatom (S), an das vier Sauerstoffatome (O) gebunden sind; zwei über Einfachbindungen, zwei über Doppelbindungen. Alle Sauerstoffatome verfügen über zwei freie Elektronenpaare. Die einfachgebundenen Sauerstoffatome binden zusätzlich jeweils ein Wasserstoffatom.",217,696,100% korrekte Antwort
S35,Ü1A3c)_,CH3NH2,18.10.2024,83,0,1,1,100,"1S/CH5N/c1-2/h2H2,1H3",100% korrekte Antwort,1S/CH5N/c1-2/h2H2;1H3,"Ihre Antwort ist richtig. Ein Aminomethanmolekül (CH3NH2) besteht aus einem Kohlenstoffatom (C), an das drei Wasserstoffatome (H) und eine NH2-Gruppe gebunden sind. Das Stickstoffatom verfügt über ein freies Elektronenpaar.",83,697,100% korrekte Antwort
S35,Ü1A3d)_,CH3COCH3,18.10.2024,191,0,1,1,0,"1S/C3H6O/c1-2-3-4/h2-4H,1H3",Attempts,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist leider nicht richtig. Versuchen Sie es einfach nochmal. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",191,698,Attempts
S35,Ü1A3d)_,CH3COCH3,18.10.2024,62,0,1,2,100,1S/C3H6O/c1-3(2)4/h1-2H3,100% korrekte Antwort,1S/C3H6O/c1-3(2)4/h1-2H3,"Ihre Antwort ist richtig. Ein Acetonmolekül (CH3COCH3) besteht aus einem zentralen Kohlenstoffatom (C), an das zwei Methylgruppen (CH3) und ein doppelgebundenes Sauerstoffatom (O) gebunden sind. Das Sauerstoffatom verfügt über zwei freie Elektronenpaare.",62,699,100% korrekte Antwort
S35,Ü1A3e)_,HCN,18.10.2024,10442,54,1,1,100,1S/CHN/c1-2/h1H,100% korrekte Antwort,1S/CHN/c1-2/h1H,"Ihre Antwort ist richtig. Ein Blausäuremolekül (HCN) besteht aus einem zentralen Kohlenstoffatom (C), an das ein Wasserstoffatom (H) und ein dreifachgebundenes Stickstoffatom (N) gebunden sind. Das Stichstoffatom verfügt über ein freies Elektronenpaar.",54,700,100% korrekte Antwort
S35,Ü1A4a)_,C3H8,18.10.2024,108,0,1,1,100,"1S/C3H8/c1-3-2/h3H2,1-2H3",100% korrekte Antwort,1S/C3H8/c1-3-2/h3H2;1-2H3,"Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",108,701,100% korrekte Antwort
S35,Ü1A4b)_,C3H6,18.10.2024,93,0,1,1,100,"1S/C3H6/c1-3-2/h3H,1H2,2H3"";""1S/C3H6/c1-2-3-1/h1-3H2",100% korrekte Antwort,"1S/C3H6/c1-3-2/h3H;1H2;2H3"";""1S/C3H6/c1-2-3-1/h1-3H2","Ihre Antwort ist richtig. 1. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 2. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 3. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet. Ihre Antwort ist auch richtig, wenn Sie die Doppelbindung links statt rechts im Molekül eingezeichnet haben, weil die beiden Moleküle identisch sind.",93,702,100% korrekte Antwort
S35,Ü1A4c)_,C3H8O,18.10.2024,429,0,1,1,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"";""1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,429,703,Technischer Fehler
S35,Ü1A4c)_,C3H8O,18.10.2024,225,0,1,2,0,"1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3"";""1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C2H6/c1-2/h1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2,1-2H3",Technischer Fehler,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3",NA,225,704,Technischer Fehler
S35,Ü1A4c)_,C3H8O,18.10.2024,224,0,1,3,100,"1S/C3H8O/c1-3-4-2/h3H2,1-2H3"";""1S/C3H8O/c1-3(2)4/h3-4H,1-2H3"";""1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",100% korrekte Antwort,"1S/C3H8O/c1-2-3-4/h4H;2-3H2;1H3"";""1S/C3H8O/c1-3(2)4/h3-4H;1-2H3"";""1S/C3H8O/c1-3-4-2/h3H2;1-2H3","Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet.",224,705,100% korrekte Antwort
S35,Ü1A4d)_,C3H6O,18.10.2024,255393,0,1,1,100,"1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H,1-2H2"";""1S/C3H6O/c1-2-4-3-1/h1-3H2"";""1S/C3H6O/c1-3(2)4/h4H,1H2,2H3"";""1S/C3H6O/c1-3-4-2/h3H,1H2,2H3"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H,2H2,1H3"";""1S/C3H6O/c1-2-3-4/h2-4H,1H3/b3-2-"";""1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3",Z statt E,"1S/C3H6O/c1-2-3-4/h2;4H;1;3H2"";""1S/C3H6O/c1-2-3-4/h2-4H;1H3/b3-2+"";""1S/C3H6O/c1-2-3-4/h3H;2H2;1H3"";""1S/C3H6O/c1-3(2)4/h4H;1H2;2H3"";""1S/C3H6O/c1-3(2)4/h1-2H3"";""1S/C3H6O/c1-3-4-2/h3H;1H2;2H3"";""1S/C3H6O/c4-3-1-2-3/h3-4H;1-2H2"";""1S/C3H6O/c1-3-2-4-3/h3H;2H2;1H3"";""1S/C3H6O/c1-2-4-3-1/h1-3H2","Ihre Antwort ist richtig. 1. Zeichnen Sie zunächst das unverzweigte Molekül und positionieren Sie eventuell vorhandene funktionelle Gruppen möglichst am Ende der Kette. 2. Prüfen Sie, ob es neben dem unverzweigten Molekül verzweigte Moleküle mit identischer Summenformel gibt (Verschieben einer Alkylgruppe). 3. Prüfen Sie, ob es neben dem offenkettigen Molekül cyclische Moleküle mit identischer Summenformel gibt (Ring). 4. Prüfen Sie, ob es Moleküle mit identischer Summenformel gibt, bei denen sich funktionelle Gruppen auf anderen Positionen befinden (Verschieben einer funktionellen Gruppe). Sie haben alle möglichen Konstitutionsisomere gezeichnet. Sie haben allerdings anstelle des hier abgebildeten zweiten Moleküls ((Z)-konfiguriert) die (E)-konfigurierte Variante gezeichnet. Diese ist energetisch anspruchsvoller und daher unwahrscheinlicher. Für diese Aufgabenstellung ist das aber nebensächlich.",255393,706,Z statt E
S38,Ü1A3a)_,H2O,15.10.2024,124,0,1,1,100,1S/H2O/h1H2,100% korrekte Antwort,1S/H2O/h1H2,"Ihre Antwort ist richtig. Ein Wassermolekül (H2O) besteht aus einem Sauerstoffatom (O), an das zwei Wasserstoffatome (H) gebunden sind. Das Sauerstoffatom verfügt zusätzlich über zwei freie Elektronenpaare. JACK kann freie Elektronenpaare aktuell noch nicht mit auswerten. Ihre Antwort wird daher auch als richtig akzeptiert, wenn Sie die freien Elektronenpaare nicht (richtig) einzeichnen. Wir geben Ihnen in dieser Übung die freien Elektronenpaare in der Musterlösung alle mit an, damit Sie sich diese noch mal bewusst machen können. Gleichen Sie also Ihre Zeichnung nochmal aktiv hinsichtlich der freien Elektronenpaare mit der Musterösung ab.",124,707,100% korrekte Antwort
